INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8445	变异宝箱童子	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8440
8449	宝箱童子宝宝	844	65	9	0	1	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8440
8450	成年宝箱童子	845	75	9	0	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8451	变异宝箱童子	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8452	变异宝箱童子	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8453	变异宝箱童子	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8454	变异宝箱童子	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8455	变异宝箱童子	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8456	变异宝箱童子	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8459	宝箱童子宝宝	845	75	9	0	1	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8450
8460	成年宝箱童子	846	85	9	0	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8461	变异宝箱童子	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8462	变异宝箱童子	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8463	变异宝箱童子	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8464	变异宝箱童子	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8465	变异宝箱童子	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8466	变异宝箱童子	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8467	变异宝箱童子	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8469	宝箱童子宝宝	846	85	9	0	1	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8460
8470	成年宝箱童子	847	95	9	0	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8471	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8472	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8473	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8474	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8475	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8476	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8477	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8478	变异宝箱童子	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8479	宝箱童子宝宝	847	95	9	0	1	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8470
8480	成年树袋熊	848	5	9	0	0	100	10	737	300000	-1	-1	728	900000	710	250000	718	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	150	50	200	100	6000	8480
8481	变异树袋熊	848	5	9	1	0	100	10	737	300000	-1	-1	728	900000	710	250000	718	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	830	1499	862	1078	846	930	972	1099	1269	500	150	50	200	100	6000	8480
8482	变异树袋熊	848	5	9	1	0	100	10	737	300000	-1	-1	728	900000	710	250000	718	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	938	1694	975	1219	846	930	972	1099	1269	500	150	50	200	100	6000	8480
8489	树袋熊宝宝	848	5	9	0	1	100	10	737	300000	-1	-1	728	900000	710	250000	718	100000	668	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	150	50	200	100	6000	8480
8490	成年树袋熊	849	45	9	0	0	100	10	737	350000	-1	-1	728	900000	710	300000	718	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	150	50	200	100	6000	8490
8491	变异树袋熊	849	45	9	1	0	100	10	737	350000	-1	-1	728	900000	710	300000	718	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	829	1496	861	1076	948	1042	1090	1232	1422	500	150	50	200	100	6000	8490
8492	变异树袋熊	849	45	9	1	0	100	10	737	350000	-1	-1	728	900000	710	300000	718	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	904	1632	939	1174	948	1042	1090	1232	1422	500	150	50	200	100	6000	8490
8493	变异树袋熊	849	45	9	1	0	100	10	737	350000	-1	-1	728	900000	710	300000	718	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	979	1769	1018	1272	948	1042	1090	1232	1422	500	150	50	200	100	6000	8490
8499	树袋熊宝宝	849	45	9	0	1	100	10	737	350000	-1	-1	728	900000	710	300000	718	150000	668	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	150	50	200	100	6000	8490
8500	成年树袋熊	850	55	9	0	0	100	10	737	400000	-1	-1	728	900000	710	350000	718	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8500
8501	变异树袋熊	850	55	9	1	0	100	10	737	400000	-1	-1	728	900000	710	350000	718	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	844	1524	877	1096	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8500
8502	变异树袋熊	850	55	9	1	0	100	10	737	400000	-1	-1	728	900000	710	350000	718	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	903	1630	938	1173	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8500
8503	变异树袋熊	850	55	9	1	0	100	10	737	400000	-1	-1	728	900000	710	350000	718	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	962	1736	999	1249	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8500
8504	变异树袋熊	850	55	9	1	0	100	10	737	400000	-1	-1	728	900000	710	350000	718	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	1021	1843	1060	1326	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8500
8509	树袋熊宝宝	850	55	9	0	1	100	10	737	400000	-1	-1	728	900000	710	350000	718	200000	668	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	150	50	200	100	6000	8500
8510	成年树袋熊	851	65	9	0	0	100	10	737	450000	-1	-1	728	900000	710	400000	718	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8510
8511	变异树袋熊	851	65	9	1	0	100	10	737	450000	-1	-1	728	900000	710	400000	718	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	865	1563	899	1124	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8510
8512	变异树袋熊	851	65	9	1	0	100	10	737	450000	-1	-1	728	900000	710	400000	718	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	915	1651	950	1188	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8510
8513	变异树袋熊	851	65	9	1	0	100	10	737	450000	-1	-1	728	900000	710	400000	718	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	964	1740	1001	1251	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8510
8514	变异树袋熊	851	65	9	1	0	100	10	737	450000	-1	-1	728	900000	710	400000	718	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	1013	1828	1052	1315	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8510
8515	变异树袋熊	851	65	9	1	0	100	10	737	450000	-1	-1	728	900000	710	400000	718	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1062	1917	1103	1379	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8510
8519	树袋熊宝宝	851	65	9	0	1	100	10	737	450000	-1	-1	728	900000	710	400000	718	250000	668	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	150	50	200	100	6000	8510
8520	成年树袋熊	852	75	9	0	0	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8521	变异树袋熊	852	75	9	1	0	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	890	1608	925	1157	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8522	变异树袋熊	852	75	9	1	0	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	933	1684	969	1212	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8523	变异树袋熊	852	75	9	1	0	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	975	1761	1013	1267	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8524	变异树袋熊	852	75	9	1	0	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	1018	1838	1057	1322	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8525	变异树袋熊	852	75	9	1	0	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1060	1914	1102	1377	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8526	变异树袋熊	852	75	9	1	0	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1103	1991	1146	1432	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8529	树袋熊宝宝	852	75	9	0	1	100	10	737	500000	-1	-1	728	900000	710	450000	718	300000	668	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	150	50	200	100	6000	8520
8530	成年树袋熊	853	85	9	0	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8531	变异树袋熊	853	85	9	1	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8532	变异树袋熊	853	85	9	1	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8533	变异树袋熊	853	85	9	1	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	644	992	1791	1031	1288	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8534	变异树袋熊	853	85	9	1	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	668	1030	1859	1070	1337	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8535	变异树袋熊	853	85	9	1	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	693	1067	1927	1109	1386	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8536	变异树袋熊	853	85	9	1	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	717	1105	1995	1148	1435	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8537	变异树袋熊	853	85	9	1	0	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	742	1143	2063	1187	1484	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8539	树袋熊宝宝	853	85	9	0	1	100	10	737	550000	-1	-1	728	900000	710	500000	718	350000	668	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	150	50	200	100	6000	8530
8540	成年树袋熊	854	95	9	0	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8541	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8542	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8543	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	1013	1829	1052	1316	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8544	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1047	1891	1088	1360	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8545	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1081	1952	1123	1404	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8546	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1115	2014	1159	1449	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8547	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1150	2076	1194	1493	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8548	变异树袋熊	854	95	9	1	0	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1184	2137	1230	1537	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8549	树袋熊宝宝	854	95	9	0	1	100	10	737	600000	-1	-1	728	900000	710	550000	718	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2188	500	150	50	200	100	6000	8540
8560	成年欢乐猪	856	5	9	0	0	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	724	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	100	200	100	500	6000	8560
8561	变异欢乐猪	856	5	9	1	0	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	724	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1402	1186	755	970	755	846	930	972	1099	1269	100	100	200	100	500	6000	8560
8562	变异欢乐猪	856	5	9	1	0	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	724	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1585	1341	853	1097	853	846	930	972	1099	1269	100	100	200	100	500	6000	8560
8569	欢乐猪宝宝	856	5	9	0	1	1	10	694	300000	-1	-1	722	900000	662	250000	661	100000	724	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1219	1031	656	844	656	846	930	972	1099	1269	100	100	200	100	500	6000	8560
8570	成年欢乐猪	857	45	9	0	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	724	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	100	200	100	500	6000	8570
8571	变异欢乐猪	857	45	9	1	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	724	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1399	1184	753	969	753	948	1042	1090	1232	1422	100	100	200	100	500	6000	8570
8572	变异欢乐猪	857	45	9	1	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	724	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1527	1292	822	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	6000	8570
8573	变异欢乐猪	857	45	9	1	0	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	724	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1654	1399	890	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	6000	8570
8579	欢乐猪宝宝	857	45	9	0	1	1	10	694	350000	-1	-1	722	900000	662	300000	661	150000	724	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	100	100	200	100	500	6000	8570
8580	成年欢乐猪	858	55	9	0	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	724	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	6000	8580
8581	变异欢乐猪	858	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	724	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	6000	8580
8582	变异欢乐猪	858	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	724	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	6000	8580
8583	变异欢乐猪	858	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	724	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	6000	8580
8584	变异欢乐猪	858	55	9	1	0	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	724	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	6000	8580
8589	欢乐猪宝宝	858	55	9	0	1	1	10	694	400000	-1	-1	722	900000	662	350000	661	200000	724	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	6000	8580
8590	成年欢乐猪	859	65	9	0	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	724	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	6000	8590
8591	变异欢乐猪	859	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	724	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	6000	8590
8592	变异欢乐猪	859	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	724	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	6000	8590
8593	变异欢乐猪	859	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	724	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	6000	8590
8594	变异欢乐猪	859	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	724	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	6000	8590
8595	变异欢乐猪	859	65	9	1	0	1	10	694	450000	-1	-1	722	900000	662	400000	661	250000	724	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	6000	8590
