INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
337	女主角时装春节唐装.mesh	女主角时装春节唐装	男主角时装春节唐装.mesh	男主角时装春节唐装	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
338	女主角时装春节民族装.mesh	女主角时装春节民族装	男主角时装春节民族装.mesh	男主角时装春节民族装	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
339	女主角时装情人节.mesh	女主角时装情人节	男主角时装情人节.mesh	男主角时装情人节	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
340	女主角时装射雕英雄.mesh	女主角时装射雕英雄	男主角时装射雕英雄.mesh	男主角时装射雕英雄	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
341	女主角时装清凉装.mesh	女主角时装清凉装	男主角时装清凉装.mesh	男主角时装清凉装	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
342	女主角时装兔子.mesh	女主角时装兔子	男主角时装狼装.mesh	男主角时装狼装	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
343	女主角时装铁甲装.mesh	女主角时装铁甲装	男主角时装铁甲装.mesh	男主角时装铁甲装	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
344	女主角p07501护腕.mesh	女主角p07501护腕	男主角p07501护腕.mesh	男主角p07501护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
345	女主角p07501帽子.mesh	女主角p07501帽子	男主角p07501帽子.mesh	男主角p07501帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
346	女主角p07501靴子.mesh	女主角p07501靴子	男主角p07501靴子.mesh	男主角p07501靴子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
347	女主角p07501衣服.mesh	女主角p07501衣服	男主角p07501衣服.mesh	男主角p07501衣服	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
348	女主角t08501护腕.mesh	女主角t08501护腕	男主角t08501护腕.mesh	男主角t08501护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
349	女主角t08501帽子.mesh	女主角t08501帽子	男主角t08501帽子.mesh	男主角t08501帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
350	女主角t08501靴子.mesh	女主角t08501靴子	男主角t08501靴子.mesh	男主角t08501靴子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
351	女主角t08501衣服.mesh	女主角t08501衣服	男主角t08501衣服.mesh	男主角t08501衣服	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
352	女主角p07501b护腕.mesh	女主角p07501b护腕	男主角p07501b护腕.mesh	男主角p07501b护腕	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
353	女主角p07501b帽子.mesh	女主角p07501b帽子	男主角p07501b帽子.mesh	男主角p07501b帽子	"jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,"	"jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,"	"jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,"	"jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,"	"jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,"	"jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,"	"jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,"	"jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,"	"jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,"	"jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,"	"jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,"	"jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,"	"jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,"	"jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,"	"jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,"	"jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,"	"jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,"
